player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,DI,ARZ,17,9,2,,1,0,1,0,0,69.2,72.3,73.1,65.1,69.2,35.5,9,18,0,0,,16.7,7,0,1,0.0,0,6,0,3,0,2,524,521,6,258,40,217,0,3,339,183,0,24,26,3,0,33,0,0,0,
Brandon Graham,5538,ED,PHI,9,2,0,,0,0,24,0,0,60.0,58.3,80.6,59.0,59.8,29.8,0,8,0,0,,37.5,3,0,0,0.0,0,3,0,0,0,0,113,112,0,17,62,33,0,1,67,46,1,6,3,0,0,11,0,0,0,
Jason Pierre-Paul,5540,ED,TB,3,0,1,,0,0,30,0,0,61.8,37.2,77.1,57.4,28.7,20.3,0,0,0,0,,100.0,2,0,0,0.0,0,0,0,0,0,3,38,38,0,0,37,1,0,0,22,13,0,0,0,0,0,0,0,0,0,
Von Miller,6154,ED,WAS,17,2,0,100.0,0,0,32,0,0,47.1,64.5,70.4,62.6,67.2,47.7,4,22,0,0,6,20.0,4,0,1,79.2,2,10,0,2,0,12,420,417,0,0,417,0,0,3,289,119,1,17,14,0,2,36,0,6,5,3.0
Cameron Jordan,6176,ED,NO,17,8,2,100.0,0,1,20,1,0,76.9,76.0,88.3,59.5,82.1,73.0,5,21,0,0,12,7.1,3,0,0,95.8,3,10,0,0,0,18,589,588,0,0,584,4,0,1,336,235,1,33,31,5,3,36,0,21,19,7.0
Cameron Heyward,6183,DI,PIT,17,20,5,,1,1,25,0,0,67.4,90.4,48.3,84.9,84.3,75.3,6,40,0,0,,2.7,2,0,4,0.0,0,4,0,2,0,4,822,820,26,415,45,334,0,2,507,311,0,41,52,7,0,50,0,0,0,
Nick Bellore,6515,LB,WAS,2,1,0,,0,0,32,0,0,,39.7,68.5,,46.8,75.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,8,0,0,8,0,0,0,0,0,0,8,0,8,0,1,1,0,0,0,0,0,0,
Bobby Wagner,7050,LB,WAS,17,53,0,74.6,1,0,32,0,0,51.1,78.7,48.5,92.4,90.4,90.6,4,11,0,2,69,4.8,8,2,2,107.2,44,5,0,1087,1,588,1132,8,0,0,8,0,0,1124,77,467,36,52,107,3,59,20,3,569,421,12.9
Lavonte David,7060,LB,TB,17,32,0,85.5,1,2,30,2,0,45.1,52.5,86.6,48.6,66.1,48.3,2,10,0,1,24,15.6,19,2,3,132.4,59,4,0,820,9,576,1023,99,0,0,99,0,0,924,95,352,95,43,71,4,69,16,8,549,297,9.3
Demario Davis,7079,LB,NO,17,37,1,93.8,0,2,20,1,0,70.4,81.7,70.5,57.4,89.3,68.9,1,11,0,0,22,10.5,16,2,2,112.2,45,1,0,942,1,517,1079,104,0,0,104,0,0,975,70,492,32,55,99,6,48,13,2,364,277,8.1
Harrison Smith,7641,S,MIN,15,8,4,75.0,0,0,18,1,0,69.2,69.1,63.5,71.5,61.7,46.5,1,8,0,2,30,19.0,12,3,2,81.0,21,1,0,228,6,388,793,73,0,0,73,0,427,720,44,361,59,14,43,2,28,10,1,230,104,11.0
Darius Slay,7817,CB,PIT,10,5,0,70.0,0,0,25,1,0,58.6,58.3,84.9,60.0,54.2,50.6,0,0,0,0,81,16.3,7,3,0,126.7,28,0,0,52,422,329,498,0,0,0,0,0,0,498,1,168,24,8,31,1,40,0,3,396,166,14.1
John Jenkins,7863,DI,BLT,17,9,1,,0,1,3,1,0,59.9,64.7,74.2,66.3,60.4,53.2,0,9,0,0,,9.8,4,0,1,0.0,0,1,0,0,0,3,523,523,127,396,0,0,0,0,255,265,0,23,28,2,0,10,0,0,0,
Jordan Poyer,8000,S,BUF,10,18,0,69.2,0,0,4,0,0,62.1,67.7,81.1,71.7,70.5,62.1,0,0,0,1,20,11.6,8,2,1,82.5,9,1,0,266,0,208,428,21,0,0,21,0,115,407,4,216,26,10,43,1,13,1,1,91,65,10.1
Tony Jefferson,8361,S,LAC,13,14,0,64.3,0,0,27,0,0,71.9,70.3,31.6,75.4,59.7,58.6,2,1,0,4,20,12.9,8,3,1,34.5,9,1,0,104,0,322,492,5,0,0,5,0,351,487,9,161,32,13,40,0,14,4,0,62,43,6.9
Jadeveon Clowney,8636,ED,DAL,13,3,4,,1,1,9,2,0,62.9,79.2,25.7,80.6,70.6,54.1,2,29,0,0,,14.7,5,0,4,0.0,0,9,0,1,0,4,372,371,0,3,359,9,0,1,227,141,0,27,26,4,0,40,0,0,0,
Khalil Mack,8640,ED,LAC,12,5,0,100.0,0,3,27,0,0,79.3,83.1,87.7,69.0,80.7,59.9,5,28,0,0,6,11.1,3,0,0,83.3,3,6,1,2,0,11,424,422,0,4,407,11,0,2,264,149,0,23,19,2,3,39,0,12,3,4.0
DeMarcus Lawrence,8669,ED,SEA,16,15,1,100.0,1,3,29,3,2,85.0,82.9,79.9,62.7,85.0,29.9,12,32,0,0,15,25.8,16,0,2,118.8,1,8,0,11,0,11,625,614,0,20,515,79,0,11,403,211,0,30,31,5,1,52,0,15,4,15.0
Kyle Van Noy,8675,ED,BLT,15,3,1,50.0,0,0,3,0,0,83.2,63.0,57.4,51.8,76.7,53.9,8,17,0,1,13,15.0,3,1,2,27.1,2,2,0,17,1,50,493,474,0,0,473,1,0,19,338,105,1,15,14,2,4,27,0,22,11,11.0
DaQuan Jones,8747,DI,BUF,12,3,0,,0,1,4,0,0,62.6,75.5,86.3,74.7,63.1,65.1,6,12,0,1,,5.3,1,0,0,0.0,0,3,0,0,0,0,424,423,77,287,16,43,0,1,265,159,0,13,15,2,0,21,0,0,0,
Brent Urban,8769,DI,BLT,15,6,0,,0,0,3,0,0,60.3,58.6,62.8,51.1,63.7,37.8,3,3,0,0,,14.3,3,0,1,0.0,0,1,0,0,0,4,295,295,1,152,43,99,0,0,133,158,0,12,12,2,0,7,0,0,0,
Shelby Harris,8869,DI,CLV,17,7,4,,0,0,8,0,0,62.6,62.0,30.5,61.0,64.4,39.3,3,14,0,0,,10.8,4,0,4,0.0,0,2,0,6,0,1,511,505,52,379,1,73,0,6,261,249,0,20,26,7,0,19,0,0,0,
Denico Autry,8982,DI,HST,12,0,1,,0,1,13,0,0,60.0,57.0,26.0,61.3,54.1,53.7,2,13,0,0,,33.3,1,0,2,0.0,0,4,0,0,0,0,206,206,0,20,47,139,0,0,179,27,0,5,2,0,0,19,0,0,0,
Mike Pennel,9316,DI,KC,16,12,0,,0,0,16,0,0,66.5,55.3,85.3,51.0,55.7,66.6,0,4,0,0,,4.0,1,0,0,0.0,0,0,0,0,0,1,308,308,79,228,0,1,0,0,138,169,0,8,12,1,0,4,0,0,0,
Dante Fowler Jr.,9436,ED,DAL,17,4,1,50.0,0,0,9,0,0,64.1,77.6,87.8,72.8,67.8,53.2,7,20,0,0,18,18.8,3,1,0,81.3,1,3,0,2,0,9,358,356,0,6,347,3,0,2,248,101,0,8,9,1,2,30,0,18,10,18.0
Leonard Williams,9439,DI,SEA,17,16,1,100.0,0,0,29,0,0,68.6,75.3,50.7,69.7,70.9,43.1,14,36,0,0,-1,13.8,9,0,4,79.2,1,8,0,18,0,14,810,792,4,435,95,258,0,18,539,257,0,39,40,3,1,58,0,-1,7,-1.0
Arik Armstead,9450,DI,JAX,16,6,0,,0,1,15,0,0,57.7,60.3,87.5,61.6,54.2,44.2,3,39,0,0,,15.4,4,0,0,0.0,0,6,0,13,0,11,620,607,9,340,7,251,0,13,459,150,0,12,16,2,0,48,0,0,0,
Bud Dupree,9455,ED,LAC,16,5,1,83.3,0,0,27,0,0,59.3,54.8,66.7,50.8,61.7,53.7,1,16,0,0,19,15.0,3,0,1,93.8,5,2,0,5,0,35,392,384,0,1,382,1,0,8,203,154,3,12,12,0,6,19,0,39,34,7.8
Shaq Thompson,9458,LB,BUF,11,16,0,80.0,0,1,4,0,0,69.2,64.8,83.6,58.5,57.2,37.1,1,3,0,0,17,20.0,13,2,0,101.3,24,1,0,333,2,208,417,53,0,0,53,0,1,364,26,183,28,16,36,5,30,5,1,169,124,7.0
Mario Edwards Jr.,9468,DI,HST,14,4,0,,0,0,13,0,0,57.2,34.7,18.2,51.7,35.4,59.2,2,10,0,0,,8.3,1,0,3,0.0,0,2,0,0,0,0,282,282,0,187,1,94,0,0,196,86,0,5,7,1,0,14,0,0,0,
Preston Smith,9471,ED,WAS,13,8,0,,0,0,32,0,0,90.4,66.9,86.3,57.7,64.3,53.3,5,11,0,0,,11.1,3,0,0,0.0,0,1,0,0,0,1,283,283,0,3,268,12,0,0,136,146,0,11,16,2,0,17,0,0,0,
Eddie Goldman,9472,DI,WAS,13,9,0,,0,0,32,0,0,60.0,54.0,85.7,64.7,47.2,50.8,1,7,0,0,,7.4,2,0,0,0.0,0,0,0,2,0,0,320,318,144,172,0,2,0,2,154,166,0,13,16,4,0,8,0,0,0,
Eric Kendricks,9478,LB,SF,2,3,0,100.0,0,0,28,0,0,55.3,55.6,75.4,54.7,59.4,66.3,0,0,0,0,19,12.5,1,0,0,106.9,3,0,0,41,0,15,46,4,0,0,4,0,0,42,3,28,1,2,4,0,3,0,0,29,10,9.7
Denzel Perryman,9481,LB,LAC,10,11,0,85.0,0,0,27,0,0,46.8,56.0,23.2,53.0,69.9,58.1,0,0,0,0,27,12.5,7,3,1,106.7,17,0,0,279,1,146,298,1,0,0,1,0,0,297,6,146,17,16,38,4,20,0,0,192,125,11.3
Jordan Phillips,9485,DI,BUF,11,1,1,,0,0,4,0,0,60.1,35.0,52.6,62.9,29.4,72.6,0,4,0,0,,0.0,0,0,1,0.0,0,1,0,0,0,1,202,202,6,170,0,26,0,0,99,102,0,4,6,1,0,5,0,0,0,
Danielle Hunter,9521,ED,HST,17,14,2,100.0,0,3,13,1,0,54.0,89.1,84.9,90.1,63.3,49.8,8,59,0,0,10,20.0,9,0,1,108.3,1,16,0,0,0,3,728,728,0,2,718,8,0,0,500,225,0,31,22,1,1,83,0,10,0,10.0
Za'Darius Smith,9555,ED,PHI,5,1,0,,0,0,24,0,0,52.4,77.7,83.0,74.4,69.5,49.0,2,6,0,0,,20.0,2,0,0,0.0,0,2,0,0,0,1,131,131,0,4,119,8,0,0,92,38,0,6,7,2,0,10,0,0,0,
Grady Jarrett,9570,DI,CHI,14,8,3,,0,0,6,0,0,65.5,56.7,75.4,64.6,44.5,71.0,6,12,0,0,,7.9,3,0,2,0.0,0,3,0,0,0,1,610,610,44,494,9,63,0,0,402,207,0,15,27,0,0,21,0,0,0,
Quandre Diggs,9633,S,SEA,9,6,0,72.7,0,0,29,0,0,64.4,66.1,88.7,55.0,64.7,64.0,0,0,0,0,24,12.5,4,1,0,90.3,8,0,0,89,1,192,328,4,0,0,4,0,214,324,5,131,20,8,22,0,11,0,0,73,33,9.1
Rakeem Nunez-Roches,9650,DI,NYG,9,6,1,,0,0,21,0,0,60.0,51.3,58.1,65.1,48.9,63.8,1,4,0,0,,5.6,1,0,1,0.0,0,3,0,0,0,0,242,242,15,160,19,48,0,0,110,132,0,10,11,1,0,8,0,0,0,
Neville Hewitt,9836,LB,NYG,1,0,0,,0,0,21,0,0,61.9,64.5,71.1,58.3,61.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,5,0,3,6,1,0,0,1,0,0,5,1,2,0,0,0,0,0,0,0,0,0,
Alex Singleton,9994,LB,DEN,16,49,0,81.7,0,1,10,0,0,56.7,70.5,86.0,64.9,83.2,72.2,3,11,0,0,47,8.2,12,4,0,109.9,49,1,0,945,0,587,1029,18,0,0,18,0,1,1011,87,355,65,50,85,1,60,15,2,463,324,9.4
Joey Bosa,10637,ED,BUF,15,3,2,100.0,1,5,4,0,0,61.7,79.3,58.2,88.7,54.6,27.3,12,30,0,0,8,30.6,11,0,3,100.0,1,5,0,0,0,18,563,563,0,4,553,6,0,0,336,209,0,23,22,5,1,47,0,8,5,8.0
Jalen Ramsey,10639,S,PIT,17,19,0,73.8,3,0,25,0,0,59.9,66.0,44.6,65.7,85.0,85.7,1,4,0,1,43,5.6,5,6,7,121.3,45,3,0,157,157,660,1104,18,0,0,18,0,419,1086,27,417,353,24,66,1,61,8,6,466,166,10.4
DeForest Buckner,10641,DI,IND,10,10,0,,0,0,14,0,0,69.4,74.0,86.7,74.9,56.3,70.7,11,21,0,0,,4.4,2,0,0,0.0,0,4,0,17,0,2,469,452,8,286,36,122,0,17,317,150,0,22,33,5,0,36,0,0,0,
Leonard Floyd,10643,ED,ATL,15,6,0,100.0,0,0,2,0,0,51.9,60.0,58.0,61.8,59.8,44.8,9,23,0,0,15,17.6,3,0,2,118.8,1,4,0,0,0,23,460,457,0,1,455,1,0,3,287,150,3,10,8,1,1,36,0,15,18,15.0
Eli Apple,10644,CB,SF,1,0,0,,0,0,28,0,0,60.0,60.3,64.2,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Sheldon Rankins,10646,DI,HST,17,11,0,,0,0,13,1,1,67.1,73.2,87.8,63.6,70.4,59.7,5,30,0,0,,12.8,5,0,0,0.0,0,3,0,0,0,0,623,623,9,349,20,245,0,0,415,208,0,22,23,3,0,38,0,0,0,
Kenny Clark,10661,DI,DAL,17,12,0,,0,0,9,0,0,61.3,67.6,87.8,72.4,53.7,51.7,6,34,0,0,,16.7,6,0,0,0.0,0,4,0,0,0,2,746,746,109,449,6,182,0,0,462,282,0,19,18,4,0,44,0,0,0,
Emmanuel Ogbah,10666,ED,JAX,13,4,1,66.7,0,0,15,1,0,56.8,45.9,87.2,51.7,42.1,77.7,3,12,0,0,8,0.0,0,0,0,72.9,2,1,0,0,0,17,323,323,0,15,230,78,0,0,182,124,0,5,9,2,3,16,0,11,9,5.5
Chris Jones,10671,DI,KC,17,4,2,,2,0,16,0,0,56.3,70.5,9.5,90.7,43.4,34.0,19,37,0,0,,20.7,6,0,9,0.0,0,7,0,0,0,1,761,761,6,385,101,269,0,0,494,266,0,23,19,6,0,63,0,0,0,
Xavien Howard,10672,CB,IND,4,2,0,72.7,0,0,14,1,0,34.2,36.1,82.4,,51.4,54.2,0,0,0,0,31,15.4,2,0,4,139.2,16,0,0,22,176,141,211,1,0,0,1,0,0,210,0,70,12,2,9,0,22,0,3,195,62,12.2
Austin Johnson,10677,DI,JAX,14,2,1,,0,1,15,0,0,64.6,44.7,83.2,55.4,37.2,43.8,0,1,0,0,,15.4,2,0,0,0.0,0,1,0,0,0,1,192,192,56,134,0,2,0,0,107,84,0,9,9,0,0,2,0,0,0,
Jihad Ward,10678,ED,TEN,17,5,0,83.3,1,0,31,0,0,65.0,50.8,17.9,56.4,53.6,40.7,20,21,0,0,23,21.4,6,1,7,144.4,5,6,0,15,0,31,708,691,7,61,533,90,0,17,410,267,2,18,17,0,6,47,1,55,36,11.0
A'Shawn Robinson,10680,DI,CAR,17,17,3,,0,0,5,1,0,73.1,65.4,65.2,63.8,62.5,57.8,6,22,0,0,,7.5,5,0,2,0.0,0,3,0,0,0,2,658,658,101,420,27,110,0,0,348,308,0,34,45,1,0,31,0,0,0,
Jarran Reed,10683,DI,SEA,13,8,0,,0,0,29,0,0,69.6,62.4,85.8,62.8,54.2,78.1,5,12,0,0,,0.0,0,0,0,0.0,0,3,0,0,0,2,397,397,5,320,7,65,0,0,243,152,0,15,24,2,0,20,0,0,0,
Deion Jones,10686,LB,TB,12,6,0,75.0,0,0,30,0,0,49.0,41.6,78.7,69.3,30.7,56.8,0,3,0,0,16,11.8,2,0,0,90.1,6,0,0,99,2,69,121,5,0,0,5,0,0,116,14,38,14,5,9,0,8,3,0,49,12,8.2
Adam Gotsis,10697,DI,TB,2,0,0,,0,0,30,0,0,,42.6,75.1,52.0,46.0,,1,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,24,24,0,8,2,14,0,0,12,12,0,0,0,0,0,2,0,0,0,
Kevin Byard,10698,S,CHI,17,25,0,70.6,0,0,6,0,0,72.5,74.2,88.4,49.1,76.4,72.3,0,1,0,7,31,10.6,11,1,0,85.3,24,0,0,188,5,624,1070,21,0,0,21,0,792,1049,12,434,64,17,68,4,34,1,3,282,93,11.8
Maliek Collins,10701,DI,CLV,12,3,0,,0,0,8,1,0,52.8,74.5,55.6,87.2,57.1,28.4,6,14,0,0,,25.0,6,0,2,0.0,0,8,0,1,0,2,473,472,12,316,4,140,0,1,291,180,0,19,15,2,0,28,0,0,0,
Jonathan Bullard,10706,DI,NO,15,6,2,,0,0,20,0,0,60.4,58.9,45.3,52.0,63.9,77.6,0,3,0,0,,0.0,0,0,2,0.0,0,0,0,0,0,1,326,326,0,130,70,126,0,0,116,209,0,15,20,3,0,3,0,0,0,
Javon Hargrave,10723,DI,MIN,16,20,0,,0,1,18,1,0,67.8,68.3,60.5,70.9,57.0,68.7,3,24,0,0,,6.0,3,0,2,0.0,0,4,0,2,0,4,537,535,99,395,0,41,0,2,295,238,0,20,27,1,0,31,0,0,0,
Sheldon Day,10737,DI,WAS,10,0,0,,0,0,32,0,0,61.4,47.3,53.7,51.8,49.1,44.6,1,2,0,0,,14.3,2,0,1,0.0,0,0,0,0,0,2,203,203,20,123,22,38,0,0,95,106,0,6,12,0,0,3,0,0,0,
Eric Murray,10740,S,JAX,12,9,1,75.0,1,1,15,0,0,60.4,61.3,23.6,65.2,65.9,65.8,1,3,0,1,27,11.7,7,4,3,109.2,18,1,0,124,5,379,603,44,0,0,44,0,376,559,21,203,54,13,44,1,24,5,2,197,75,10.9
David Onyemata,10754,DI,ATL,17,18,0,,0,0,2,0,0,67.4,78.1,75.9,67.1,74.1,68.5,1,19,0,0,,4.8,3,0,1,0.0,0,1,0,1,0,0,633,632,92,376,16,148,0,1,325,308,0,28,42,5,0,21,0,0,0,
Andrew Billings,10756,DI,CHI,17,5,0,,0,0,6,0,0,62.3,38.6,21.8,57.1,39.1,47.2,3,8,0,0,,10.0,3,0,5,0.0,0,1,0,0,0,0,510,510,137,366,0,7,0,0,224,286,0,19,22,3,0,12,0,0,0,
Matthew Judon,10780,ED,BUF,14,6,0,85.7,0,0,4,0,0,29.9,43.3,85.7,46.3,55.2,38.6,3,8,0,0,22,19.0,4,0,0,108.3,6,0,0,8,0,38,368,354,0,5,346,3,0,14,168,162,6,5,11,0,7,11,0,70,47,11.7
Quinton Jefferson,10781,DI,DET,1,0,0,,0,0,11,0,0,60.0,64.7,72.7,58.2,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,1,14,13,1,8,0,4,0,1,12,1,0,0,0,0,0,0,0,0,0,
DJ Reader,10800,DI,DET,17,12,0,,0,0,11,0,0,62.1,68.9,64.9,72.6,61.7,59.3,3,17,0,0,,6.5,2,0,2,0.0,0,0,0,1,0,3,583,582,240,331,0,11,0,1,313,267,0,14,17,0,0,20,0,0,0,
Elandon Roberts,10848,LB,LV,17,30,0,87.0,0,0,23,1,0,36.4,57.2,53.8,43.8,76.7,39.7,0,3,0,0,44,17.3,19,1,1,137.5,20,0,0,622,0,268,654,7,0,0,7,0,0,647,17,369,25,38,61,5,23,3,2,231,105,11.6
Jalen Mills,10867,S,DET,5,2,0,50.0,0,0,11,0,0,66.2,68.2,78.7,56.1,65.2,58.1,0,0,0,0,7,14.3,1,0,0,58.3,1,0,0,25,1,80,113,3,0,0,3,0,74,110,2,31,10,1,4,0,2,0,0,7,1,7.0
Mike Hilton,10898,CB,IND,2,1,0,66.7,0,0,14,0,0,56.6,60.0,75.1,73.6,60.6,63.9,0,1,0,0,5,16.7,1,0,1,70.1,2,0,0,17,1,39,70,0,0,0,0,0,0,70,2,29,52,1,4,0,3,1,0,7,1,3.5
Morgan Fox,11184,DI,BUF,1,0,0,,0,0,4,0,0,,36.1,74.7,55.4,42.7,20.9,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,11,11,0,0,11,0,0,0,5,6,0,0,0,0,0,0,0,0,0,
Jonathan Jones,11217,CB,WAS,11,6,0,58.5,0,0,32,0,0,48.0,50.9,84.9,80.2,56.6,61.8,0,0,0,0,27,11.9,5,5,2,83.5,24,1,0,48,413,272,484,9,0,0,9,0,1,475,2,210,13,7,31,0,41,1,0,321,100,13.4
Roy Robertson-Harris,11341,DI,NYG,17,7,1,,1,0,21,0,0,53.4,51.8,77.0,56.8,50.6,57.7,9,12,0,0,,13.5,5,0,3,0.0,0,0,0,1,0,4,627,626,39,316,119,152,0,1,307,316,0,19,25,3,0,21,0,0,0,
Antonio Hamilton Sr.,11353,CB,WAS,7,3,0,64.7,0,0,32,0,0,60.7,63.5,79.5,,71.9,52.7,0,0,0,0,19,14.3,2,1,1,76.1,11,0,0,11,100,70,115,0,0,0,0,0,0,115,0,45,4,2,9,0,17,0,0,82,42,7.5
Myles Garrett,11756,ED,CLV,17,10,1,,2,3,8,0,0,60.6,92.7,27.0,93.3,82.6,77.7,14,45,0,0,,5.3,2,0,9,0.0,0,25,0,10,0,0,869,859,0,4,831,24,0,10,507,362,0,46,26,12,0,84,0,0,0,
Solomon Thomas,11758,DI,DAL,16,10,1,,1,0,9,0,0,67.3,59.6,36.4,55.8,61.4,54.0,3,9,0,0,,17.6,6,0,4,0.0,0,0,0,0,0,1,417,417,4,288,7,118,0,0,233,183,0,13,18,3,0,12,0,0,0,
Jamal Adams,11761,LB,LV,17,6,0,94.7,0,0,23,0,0,69.2,67.3,20.3,71.4,62.3,36.5,1,5,0,0,22,21.4,12,0,2,98.6,36,1,0,254,2,247,448,66,0,0,66,0,2,382,35,166,124,23,38,6,38,7,1,211,196,5.9
Marshon Lattimore,11766,CB,WAS,9,4,0,54.5,2,0,32,1,0,52.6,53.2,50.2,,59.4,60.8,0,0,0,1,44,10.3,3,5,9,87.7,18,0,0,39,454,313,521,4,0,0,4,0,0,517,0,208,24,5,22,1,33,0,2,258,43,14.3
Haason Reddick,11768,ED,TB,13,4,0,82.4,0,1,30,0,0,70.0,57.2,62.4,60.1,45.2,29.9,2,29,0,0,28,20.0,7,0,2,97.1,14,3,0,17,0,86,571,541,0,1,540,0,0,30,308,177,13,19,24,4,17,34,0,124,122,8.9
Derek Barnett,11769,ED,HST,17,5,0,,0,0,13,0,0,60.5,67.0,36.0,69.7,63.1,50.5,5,4,0,0,,16.7,3,0,3,0.0,0,5,0,0,0,1,350,350,0,1,345,4,0,0,195,154,0,13,10,2,0,14,0,0,0,
Malik Hooker,11770,S,DAL,12,14,0,83.3,0,0,9,0,0,51.8,61.0,86.0,58.5,83.4,78.7,0,0,0,0,52,8.8,5,1,0,155.8,15,0,0,115,1,372,593,8,0,0,8,0,424,585,2,219,45,7,38,2,18,0,2,295,91,19.7
Marlon Humphrey,11771,CB,BLT,15,9,0,68.4,2,2,3,1,0,43.8,50.1,64.3,57.9,78.9,48.0,2,2,0,4,62,16.5,13,7,5,90.9,67,1,0,107,446,556,879,27,0,0,27,0,5,852,27,296,294,14,57,2,98,5,3,909,322,13.6
Jonathan Allen,11772,DI,MIN,17,20,0,100.0,0,0,18,1,0,59.6,53.2,69.4,65.0,45.4,39.2,8,22,0,0,4,14.7,11,0,2,83.3,1,4,0,2,0,5,809,807,5,523,42,237,0,2,411,393,0,33,44,5,1,34,0,4,9,4.0
Adoree' Jackson,11773,CB,PHI,14,5,0,63.2,0,0,24,0,0,54.1,54.4,86.9,,53.6,39.5,0,0,0,1,40,17.9,12,6,1,89.3,43,0,0,28,553,380,588,3,0,0,3,0,0,585,0,208,3,10,50,0,68,0,2,504,155,11.7
Jabrill Peppers,11780,S,PIT,4,4,0,71.4,0,1,25,1,0,52.9,65.1,0.0,,90.9,67.0,0,0,0,0,35,8.3,1,0,1,144.0,5,0,0,43,0,50,100,5,0,0,5,0,15,95,0,50,37,3,7,0,7,0,1,72,28,14.4
Tre'Davious White,11782,CB,BUF,16,0,1,48.8,1,0,4,0,0,66.2,63.9,86.8,60.1,50.5,34.1,0,1,0,1,32,22.2,10,5,4,72.5,20,0,0,54,613,397,700,17,0,0,17,0,8,683,4,299,8,18,35,6,41,1,2,233,42,11.7
T.J. Watt,11785,ED,PIT,14,19,6,100.0,0,2,25,2,0,61.1,74.2,39.7,75.5,69.3,47.3,13,25,0,2,17,14.8,8,0,6,62.1,5,8,0,3,0,43,811,805,0,0,803,2,0,6,466,302,3,28,27,3,5,46,0,42,35,8.4
Budda Baker,11791,S,ARZ,16,32,2,77.3,0,0,1,1,0,35.7,52.4,66.0,83.8,76.6,47.4,1,6,0,1,47,17.0,24,2,2,119.6,34,1,0,526,1,583,1042,23,0,0,23,0,305,1019,39,420,187,29,85,3,44,8,4,341,112,10.0
Marcus Maye,11794,S,LAC,1,2,0,0.0,0,0,27,0,0,51.1,49.7,71.9,,59.1,82.2,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,5,0,11,21,0,0,0,0,0,14,21,0,10,2,0,2,0,1,0,0,0,0,
Marcus Williams,11797,S,LAC,3,2,0,100.0,0,0,27,0,0,58.5,62.3,80.6,,70.0,63.5,0,0,0,0,8,10.0,1,0,0,100.0,1,0,0,19,1,63,90,0,0,0,0,0,64,90,0,27,6,2,7,0,1,0,0,8,0,8.0
DeMarcus Walker,11806,ED,WAS,1,0,0,,0,0,32,0,0,,52.6,77.1,68.2,44.8,27.0,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,2,0,0,18,16,0,2,12,2,0,2,8,10,0,0,1,0,0,0,0,0,0,
Dalvin Tomlinson,11810,DI,ARZ,17,8,0,,0,0,1,0,0,,43.2,60.3,59.1,37.3,28.8,2,11,0,0,,20.0,6,0,2,0.0,0,1,0,0,0,0,555,555,188,314,4,49,0,0,311,244,0,13,16,2,0,14,0,0,0,
Zach Cunningham,11812,LB,DET,3,2,0,100.0,0,0,11,0,0,51.9,63.1,73.2,,71.1,78.8,0,0,0,0,22,0.0,0,0,0,118.8,2,0,0,10,1,6,14,2,0,0,2,0,0,12,0,8,1,1,3,0,2,0,0,27,20,13.5
Tanoh Kpassagnon,11814,ED,CHI,4,0,0,,0,0,6,0,0,60.3,51.1,82.8,52.2,51.8,72.8,1,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,1,89,89,9,3,71,6,0,0,44,44,0,2,3,0,0,2,0,0,0,
Chidobe Awuzie,11815,CB,BLT,14,7,0,54.7,0,0,3,0,0,77.2,76.4,87.3,64.6,60.3,61.0,0,2,0,0,31,10.0,5,7,1,86.0,29,0,0,33,474,408,558,6,0,0,6,0,2,552,7,143,43,13,38,0,53,2,2,328,68,11.3
Larry Ogunjobi,11820,DI,BUF,10,5,0,,1,0,4,0,0,59.0,46.7,54.6,47.3,53.2,29.3,0,5,0,0,,17.9,5,0,1,0.0,0,0,0,0,0,0,215,215,3,200,0,12,0,0,106,109,0,16,18,4,0,5,0,0,0,
Ahkello Witherspoon,11821,CB,LA,6,1,0,68.8,0,0,26,0,0,52.7,54.6,81.3,,60.9,28.3,0,0,0,1,43,33.3,4,0,1,103.1,11,0,0,33,139,106,174,1,0,0,1,0,0,173,0,68,0,2,7,0,16,0,1,188,43,17.1
