player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Jaylon Jones,49374,CB,CHI,2,0,4.0,100.0,100.0,9.0,9.0,0,0,0,0.0,6,74.4,74.5,76.1,,66.6,78.6,0,6,0.0,0,0,0,85.4,2,20,20,0,4,2,0,9,1,0.5,4.5
Donte Jackson,49377,CB,LAC,17,2,13.1,48.9,100.0,17.1,8.4,0,2,8,17.8,27,75.0,72.0,86.8,,45.3,27.6,4,75,21.7,5,7,1,56.3,22,399,399,7,16,45,3,306,111,0.8,13.9
Cam Lewis,49395,S,BUF,17,1,5.2,61.5,93.6,10.0,6.2,2,1,3,7.7,4,54.5,57.4,81.7,58.0,65.7,43.2,0,37,19.2,5,3,3,86.4,24,249,266,9,20,39,1,229,133,1.0,9.5
M.J. Stewart,49397,S,HST,7,1,14.3,58.3,98.7,20.4,11.9,0,0,0,0.0,13,42.4,49.4,80.8,56.2,79.5,63.0,0,25,21.4,3,0,1,102.1,7,151,153,2,10,12,1,68,32,0.5,9.7
Donovan Wilson,49408,S,DAL,15,7,9.2,78.4,95.7,17.8,14.0,1,0,2,5.4,9,38.6,50.6,86.2,59.0,73.9,37.6,2,48,27.1,13,2,2,119.2,29,554,579,6,28,37,8,315,129,0.6,10.9
Julian Blackmon,49434,S,NO,1,2,0.0,66.7,100.0,19.0,12.7,0,0,0,0.0,20,76.6,82.4,77.0,,69.2,83.7,0,4,0.0,0,0,0,70.1,2,42,42,2,3,3,0,7,10,0.2,3.5
Taron Johnson,49511,CB,BUF,13,6,6.6,66.7,93.8,10.1,6.7,0,0,3,5.9,4,66.8,60.3,84.6,37.1,44.8,63.5,0,33,11.1,5,3,3,97.8,34,363,387,11,34,51,2,332,211,1.0,9.8
Nick McCloud,49535,CB,CHI,13,3,9.8,80.6,97.0,9.8,7.9,0,0,2,6.5,6,51.8,49.9,84.2,49.1,44.4,61.9,0,64,5.3,1,2,3,148.6,25,262,270,4,15,31,4,315,133,1.3,12.6
Denzel Ward,49558,CB,CLV,15,3,10.4,59.3,99.3,13.3,7.9,0,1,8,14.8,8,59.7,59.2,87.2,45.2,55.8,39.2,1,45,18.8,6,4,3,89.7,32,452,455,5,23,54,3,355,137,0.8,11.1
Ashtyn Davis,49560,S,MIA,14,5,11.5,77.4,97.2,16.1,12.5,0,0,2,6.5,17,52.2,50.7,83.5,54.1,48.4,39.0,1,29,19.0,8,2,0,108.8,24,413,425,6,29,31,2,254,78,0.7,10.6
Rock Ya-Sin,49564,CB,DET,16,6,13.8,54.0,99.0,13.0,7.0,1,1,9,18.0,11,64.9,62.9,86.4,61.8,50.8,81.0,0,37,0.0,0,5,8,77.7,27,383,387,6,24,50,1,287,80,0.8,10.6
Zach Allen,49605,DI,DEN,17,0,-6.0,0.0,0.9,,4.0,1,0,1,100.0,10,64.2,61.3,57.7,75.6,37.0,30.1,0,,100.0,4,0,3,39.6,0,5,560,6,0,1,0,0,0,0.0,
Cole Holcomb,49753,LB,PIT,8,2,5.3,100.0,82.5,10.3,10.3,0,0,0,0.0,25,65.6,72.6,79.5,54.1,74.7,64.3,0,24,9.1,1,0,0,107.8,8,85,103,4,8,8,0,79,37,1.0,9.9
Quincy Williams,49779,LB,NYJ,13,3,4.1,82.1,87.6,7.8,6.4,0,0,6,10.7,22,35.2,45.5,59.7,66.9,57.4,50.7,0,45,22.9,8,4,2,136.5,46,382,436,16,24,56,5,538,372,1.5,11.7
Azeez Al-Shaair,49792,LB,HST,16,4,4.0,76.4,95.6,13.0,9.9,0,1,4,7.3,13,61.4,70.3,63.5,61.0,81.1,61.9,2,27,21.2,11,4,2,80.3,42,586,613,23,37,55,1,313,231,0.6,7.5
Zaire Franklin,49834,LB,IND,17,26,6.6,77.3,83.9,9.5,7.4,0,0,3,4.0,14,29.8,38.0,33.5,57.5,54.9,47.3,0,42,11.4,8,3,3,109.3,58,589,702,13,36,75,2,610,337,1.1,10.5
Christian Rozeboom,49862,LB,CAR,15,9,5.5,82.5,89.4,7.2,6.0,0,0,1,1.6,5,41.9,47.1,60.6,64.7,54.3,45.1,1,31,17.2,11,0,1,109.3,52,390,436,18,44,63,3,504,250,1.3,9.7
Sebastian Joseph-Day,49935,DI,TEN,17,0,,,0.4,,,0,0,0,,31,60.3,66.7,73.3,65.7,63.0,52.8,0,,0.0,0,0,1,0.0,0,1,232,1,1,0,0,0,0,0.0,
Derrick Nnadi,49970,DI,KC,15,0,,,3.6,,,0,0,0,,16,58.2,43.7,64.9,50.2,46.1,33.8,0,,,0,0,1,0.0,0,4,110,0,0,0,0,0,0,0.0,
Uchenna Nwosu,50084,ED,SEA,16,0,5.0,71.4,11.1,8.4,6.0,3,0,0,0.0,29,50.4,60.4,27.6,65.1,62.6,59.5,0,19,53.8,7,0,5,83.0,5,45,406,9,6,7,0,36,26,0.9,7.2
John Franklin-Myers,50088,DI,DEN,16,1,6.5,50.0,1.3,5.0,2.5,1,0,0,0.0,10,52.6,62.5,12.4,68.9,65.4,32.7,0,17,66.7,2,0,6,79.2,1,5,383,8,0,2,0,17,4,3.4,17.0
Josh Sweat,50120,ED,ARZ,17,0,11.0,80.0,4.6,4.0,3.2,0,0,0,0.0,1,43.4,74.3,63.7,73.6,69.8,69.3,0,32,40.0,2,0,2,148.8,4,17,372,14,3,5,1,51,11,3.2,12.8
Jacob Martin,50152,ED,WAS,17,1,8.5,66.7,4.9,5.0,3.3,0,0,1,16.7,32,30.1,58.4,66.6,63.9,60.8,36.7,0,31,54.5,6,0,2,100.7,4,21,431,7,4,6,0,62,24,3.1,15.5
Malcolm Roach,50191,DI,DEN,12,2,4.0,0.0,1.4,,2.0,0,0,0,0.0,10,64.1,60.1,52.4,60.7,58.2,31.2,0,,28.6,2,0,2,39.6,0,3,221,7,3,1,0,0,0,0.0,
Arden Key,50201,ED,TEN,12,1,3.3,100.0,5.2,5.0,5.0,1,0,0,0.0,31,76.9,63.7,50.7,56.7,71.1,56.5,0,13,50.0,4,0,3,90.3,3,16,310,7,3,3,0,17,7,1.1,5.7
Oren Burks,50203,LB,CIN,15,1,2.6,86.4,93.3,7.1,6.1,0,0,0,0.0,7,28.1,30.3,83.4,73.2,50.5,27.3,0,30,30.8,4,0,1,142.4,19,140,150,3,8,22,2,240,201,1.8,12.6
Josh Hines-Allen,50235,ED,JAX,17,1,5.0,100.0,6.5,18.5,18.5,0,0,0,0.0,15,68.9,86.8,76.3,84.0,70.6,60.2,0,10,38.5,5,0,4,104.2,2,39,597,11,7,2,0,18,8,0.5,9.0
Marcus Davenport,50291,ED,DET,8,1,20.0,100.0,0.7,1.0,1.0,0,0,0,0.0,11,53.7,52.4,86.2,55.8,51.8,47.1,0,26,0.0,0,0,0,118.8,1,1,151,1,0,1,0,26,6,26.0,26.0
Cornell Armstrong,50351,CB,MIA,3,0,1.0,75.0,94.0,14.7,11.0,0,0,0,0.0,17,48.1,49.4,77.4,52.3,63.7,29.9,0,15,33.3,1,0,0,143.8,3,47,50,0,2,4,1,38,43,0.9,12.7
Isaiah Oliver,50393,S,NYJ,13,2,4.8,86.4,95.4,8.4,7.3,3,0,3,13.6,22,49.1,44.6,79.8,63.9,40.6,49.9,0,33,11.1,3,3,4,108.7,19,167,175,6,22,22,0,222,131,1.4,11.7
A.J. Green III,50394,CB,MIA,1,0,,,100.0,,,0,0,0,,17,62.9,64.0,68.9,,60.0,,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,
Jeremy Reaves,50406,S,WAS,17,7,6.5,64.7,98.1,17.3,11.2,1,0,5,14.7,32,62.7,63.8,57.8,60.1,65.5,55.0,1,61,14.6,7,5,3,79.4,22,406,414,10,34,34,1,211,134,0.6,9.6
Juan Thornhill,50426,S,JAX,7,6,11.1,91.7,99.1,18.5,16.9,0,2,1,8.3,15,35.9,36.9,85.4,57.9,57.0,66.2,0,29,10.0,3,1,0,146.2,11,221,223,4,21,12,1,149,26,0.7,13.5
Jalen Davis,50431,CB,CIN,7,2,8.6,72.2,95.2,12.8,9.3,0,0,1,5.6,7,65.1,65.5,79.7,85.4,52.7,47.8,1,23,22.2,4,1,1,74.3,13,178,187,6,12,18,0,152,83,0.9,11.7
Mike Jackson,50437,CB,CAR,17,7,11.6,55.6,99.2,11.2,6.2,1,1,14,15.6,5,80.9,79.1,68.2,53.1,67.2,53.3,4,46,10.2,6,9,3,72.9,50,586,591,13,46,90,4,610,191,1.1,12.2
Parry Nickerson,50511,CB,PHI,3,0,4.0,100.0,100.0,3.0,3.0,0,0,0,0.0,24,56.0,56.6,70.6,,60.0,75.7,0,18,0.0,0,0,0,111.1,3,9,9,2,2,3,0,32,20,3.6,10.7
Avonte Maddox,50543,S,DET,8,1,10.5,76.9,99.1,20.5,15.8,0,2,3,23.1,11,75.0,79.1,84.6,61.3,75.7,61.5,1,30,22.7,5,3,1,108.3,10,222,224,1,16,13,2,108,32,0.5,10.8
Charles Omenihu,50612,ED,KC,17,0,3.5,75.0,2.5,3.3,2.5,0,0,0,0.0,16,52.1,62.0,31.1,58.8,75.0,50.3,0,17,33.3,2,0,5,93.8,3,10,393,6,4,4,0,28,19,2.8,9.3
Luke Gifford,50675,LB,SF,15,2,12.5,70.0,98.1,7.3,5.1,0,0,1,10.0,28,29.9,42.8,80.2,60.0,55.7,56.2,0,32,16.7,1,0,0,110.4,7,51,52,0,3,10,0,120,55,2.4,17.1
Cody Barton,50727,LB,TEN,17,11,5.2,68.4,91.7,14.0,9.6,0,0,6,10.5,31,56.9,52.5,87.2,60.2,46.0,75.3,3,50,10.0,4,5,0,79.3,39,582,635,9,25,57,2,416,237,0.8,10.7
Jordyn Brooks,50851,LB,MIA,17,16,3.8,86.6,85.4,6.5,5.6,0,0,2,2.4,17,52.7,77.9,31.7,75.0,92.0,90.4,0,55,6.0,5,2,3,113.5,71,487,570,21,62,82,3,682,439,1.5,9.6
Roquan Smith,50892,LB,BLT,15,14,5.2,80.3,86.4,10.6,8.5,0,2,4,6.6,3,73.8,74.1,87.5,42.9,77.2,78.3,0,51,12.2,9,3,2,102.3,49,548,634,26,51,61,1,442,255,0.8,9.0
Tremaine Edmunds,50905,LB,CHI,13,7,6.1,79.7,86.0,7.7,6.1,0,0,2,3.1,6,52.1,66.5,85.9,60.0,80.8,72.1,4,33,8.9,5,2,1,87.2,51,416,484,17,44,64,3,475,232,1.2,9.3
Robert Spillane,50918,LB,NE,13,10,3.8,88.7,91.2,7.6,6.8,0,0,3,4.8,19,67.4,76.6,86.9,52.0,87.3,58.6,2,31,21.8,12,2,0,98.3,55,445,488,13,33,62,2,510,312,1.2,9.3
Bobby Okereke,50954,LB,NYG,17,19,4.5,77.0,93.0,12.3,9.5,1,0,4,6.6,21,65.3,56.7,48.5,65.9,46.2,50.2,2,22,7.8,5,4,3,91.4,47,624,671,13,40,61,2,407,246,0.7,8.7
Frankie Luvu,51028,LB,WAS,17,11,3.0,90.2,65.1,10.8,9.7,1,1,3,7.3,32,44.6,53.7,65.3,58.3,62.4,30.1,0,25,18.6,8,3,2,133.2,37,426,654,8,24,41,4,335,240,0.8,9.1
Tyrel Dodson,51045,LB,MIA,16,13,5.5,81.3,87.9,8.5,6.9,1,0,2,3.1,17,45.4,55.3,64.6,66.2,66.1,64.7,1,59,10.4,7,2,3,108.1,52,467,531,21,47,64,2,576,326,1.3,11.1
Jahlani Tavai,51055,LB,NE,12,2,2.8,92.9,79.8,6.4,5.9,0,0,0,0.0,19,59.5,67.8,82.8,44.8,75.8,73.5,0,18,0.0,0,0,1,94.9,13,87,109,3,12,14,0,95,54,1.1,7.3
Julian Love,51081,S,SEA,8,3,8.8,50.0,96.9,38.4,19.2,0,1,4,28.6,29,85.3,82.2,86.1,57.8,60.7,56.1,1,20,13.6,3,4,1,30.4,7,282,291,3,16,14,0,55,29,0.2,7.9
Marcelino McCrary-Ball,51112,LB,NYJ,4,2,2.6,80.0,82.6,9.3,7.4,1,0,0,0.0,22,45.6,47.0,0.0,59.3,63.6,84.6,0,12,0.0,0,0,2,100.0,4,38,46,0,6,5,0,40,30,1.1,10.0
Taylor Rapp,51172,S,BUF,6,2,8.5,80.0,100.0,23.6,18.9,0,0,0,0.0,4,47.3,44.6,81.5,,45.4,36.5,0,39,18.8,3,0,0,113.3,8,199,199,1,11,10,0,112,42,0.6,14.0
P.J. Locke,51189,S,DEN,8,0,6.6,58.3,96.5,15.0,8.8,0,0,3,25.0,10,53.8,50.9,0.0,64.0,55.6,65.6,0,20,14.3,1,3,1,93.8,7,111,115,2,6,12,1,44,17,0.4,6.3
Minkah Fitzpatrick,51206,S,MIA,14,2,6.7,77.1,94.1,15.9,12.3,1,0,5,14.3,17,78.4,82.0,63.4,77.8,79.6,62.1,1,28,19.0,8,4,4,103.6,27,459,488,6,32,35,2,253,164,0.6,9.4
Fred Warner,51222,LB,SF,6,2,5.5,72.7,94.6,11.3,8.2,0,0,2,9.1,28,91.5,93.2,83.4,57.5,91.3,74.4,0,32,8.7,2,2,0,94.1,16,193,204,7,19,22,0,166,89,0.9,10.4
Drue Tranquill,51276,LB,KC,17,6,2.0,94.9,77.7,9.9,9.4,1,0,2,5.1,16,61.7,76.6,85.1,56.5,89.5,89.0,0,27,5.6,2,1,1,121.5,37,387,498,12,28,39,2,353,279,1.0,9.5
Mike Edwards,51282,S,KC,6,1,5.4,80.0,98.7,17.3,13.8,0,1,1,20.0,16,53.7,54.9,79.9,58.3,62.7,38.6,0,14,30.0,3,1,0,86.7,4,77,78,2,6,5,0,24,4,0.3,6.0
Terrell Edmunds,51334,S,LV,1,0,,,100.0,,,0,0,0,,23,60.0,60.0,62.9,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Will Harris,51336,S,WAS,9,3,9.4,66.7,99.4,22.9,15.2,1,0,3,14.3,32,55.3,58.4,83.8,77.8,61.6,54.6,0,31,15.8,3,2,2,121.3,14,341,343,2,13,21,2,161,70,0.5,11.5
Derwin James Jr.,51368,S,LAC,16,7,6.4,67.9,87.4,12.8,8.7,0,0,4,7.5,27,83.8,81.3,47.8,75.1,69.9,59.5,3,29,9.3,5,2,3,68.4,36,492,563,21,42,53,1,343,192,0.7,9.5
Amani Hooker,51378,S,TEN,16,6,10.5,65.1,97.4,18.0,11.7,0,3,5,11.6,31,44.8,51.9,63.1,73.8,64.9,61.3,0,63,10.0,5,5,1,111.9,28,535,549,6,39,43,2,413,155,0.8,14.8
Marcus Epps,51391,S,PHI,7,0,8.3,100.0,100.0,23.8,23.8,0,0,0,0.0,24,49.4,56.3,83.5,,77.6,82.1,0,36,0.0,0,0,1,118.8,6,149,149,2,11,6,0,79,29,0.6,13.2
Jaylinn Hawkins,51423,S,NE,15,6,10.1,65.5,96.7,24.7,16.2,0,1,2,6.9,19,78.9,82.4,36.1,74.0,87.1,71.1,4,38,13.9,5,2,2,73.7,19,501,518,7,25,29,2,234,127,0.5,12.3
Kaden Elliss,51485,LB,ATL,17,4,4.1,76.7,74.0,10.1,7.8,0,0,4,6.7,2,61.8,67.8,88.7,83.7,56.9,60.1,1,24,16.0,8,4,0,106.9,46,496,670,19,38,60,4,370,267,0.8,8.0
Dre Greenlaw,51503,LB,DEN,8,1,4.4,68.4,85.9,13.0,8.9,0,0,0,0.0,10,67.1,74.8,80.8,50.6,82.3,65.8,1,23,15.8,3,0,0,80.6,13,177,206,5,15,19,1,118,62,0.7,9.1
Kenny Moore II,51596,CB,IND,14,5,9.1,65.2,90.5,9.6,6.3,2,0,5,7.6,14,62.1,66.7,58.8,58.6,84.4,67.3,1,47,12.2,5,3,6,89.2,43,438,484,16,31,66,1,540,233,1.3,12.6
Claudin Cherelus,52094,LB,CAR,6,1,7.5,87.5,93.3,5.7,5.0,0,0,0,0.0,5,40.2,59.2,79.1,73.0,74.8,57.7,0,41,25.0,3,0,0,113.8,14,84,90,4,8,16,0,181,81,2.3,12.9
Paulson Adebo,52280,CB,NYG,12,3,11.0,66.7,99.8,9.0,6.0,0,3,7,9.7,21,57.9,58.4,87.1,60.0,56.8,65.8,1,33,6.8,4,5,3,92.0,48,464,465,9,52,72,2,533,164,1.2,11.1
Ivan Pace Jr.,53587,LB,MIN,14,3,4.3,73.7,66.9,6.8,5.0,0,0,0,0.0,18,29.9,45.2,33.8,72.5,56.4,50.5,0,80,26.7,4,0,1,121.8,14,99,148,5,8,19,1,186,128,2.0,13.3
Carrington Valentine,53750,CB,GB,16,4,10.8,56.4,98.9,13.7,7.7,2,3,4,7.3,12,66.4,65.7,63.6,68.6,59.4,37.2,0,28,22.6,7,4,4,109.4,31,452,457,4,20,55,5,397,117,0.9,12.8
C.J. Brewer,54409,DI,TB,5,0,,,6.3,,,0,0,0,,30,60.0,53.1,76.9,59.5,52.4,71.1,0,,,0,0,0,0.0,0,1,16,0,0,0,0,0,0,0.0,
Malcolm Koonce,55015,ED,LV,17,0,6.7,66.7,4.9,7.5,5.0,1,0,0,0.0,23,41.6,59.1,51.1,59.4,66.1,52.7,0,27,33.3,2,0,3,102.1,2,17,348,8,4,3,0,32,12,2.1,16.0
Coby Bryant,55088,S,SEA,15,5,9.3,65.4,98.9,35.0,22.9,0,0,3,11.5,29,61.8,65.4,91.2,66.8,70.3,29.8,4,58,22.7,10,2,0,78.4,17,635,642,7,29,26,2,223,121,0.4,13.1
Boye Mafe,55220,ED,SEA,17,2,7.5,66.7,10.8,10.0,6.7,2,0,1,16.7,29,72.2,69.2,34.0,68.7,65.1,64.7,0,27,0.0,0,1,4,95.8,4,41,381,7,6,6,0,55,32,1.4,13.8
Esezi Otomewo,55221,DI,PIT,11,0,,,1.9,,,0,0,0,,25,60.5,50.2,46.3,53.3,53.7,36.7,0,,33.3,1,0,1,0.0,0,2,106,1,2,0,0,0,0,0.0,
Mark Robinson,55265,LB,PIT,1,0,,,100.0,,,0,0,0,,25,60.0,74.0,64.6,,64.8,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Tycen Anderson,55351,S,CIN,7,1,15.0,100.0,100.0,18.5,18.5,0,0,0,0.0,7,53.4,50.8,75.3,,52.8,82.3,0,18,0.0,0,0,0,158.3,2,37,37,1,4,2,1,32,9,0.9,16.0
Kalia Davis,55389,DI,SF,17,1,,,0.4,,,1,0,0,,28,62.9,39.8,73.1,53.3,34.5,42.4,0,,20.0,1,0,1,0.0,0,1,268,2,3,0,0,0,0,0.0,
Ja'Sir Taylor,55426,CB,NYJ,5,2,10.9,62.5,98.6,13.8,8.6,0,0,1,12.5,22,50.3,41.2,81.0,59.0,28.1,36.8,0,17,14.3,1,1,0,111.5,5,73,74,2,4,8,3,34,13,0.5,6.8
Elijah Hicks,55584,S,CHI,8,0,6.3,100.0,84.5,16.0,16.0,0,0,0,0.0,6,73.0,73.1,80.3,49.6,67.4,83.2,0,10,0.0,0,0,0,100.0,3,49,58,2,4,3,0,24,5,0.5,8.0
A.J. Terrell,55586,CB,ATL,15,4,13.8,58.3,99.8,15.7,9.2,3,1,15,25.0,2,57.3,57.7,65.5,57.9,59.0,51.9,0,39,7.5,3,10,12,95.6,35,582,583,8,33,60,3,406,91,0.7,11.6
Josh Blackwell,55589,CB,CHI,2,0,,,100.0,,,0,0,0,,6,63.9,64.7,67.8,,60.0,73.0,0,,0.0,0,0,0,0.0,0,2,2,0,1,0,0,0,0,0.0,
Marco Wilson,55592,CB,CIN,4,0,16.0,100.0,100.0,7.5,7.5,0,0,0,0.0,7,36.4,39.0,74.7,,60.3,29.5,0,28,33.3,1,0,0,118.8,2,15,15,1,2,2,0,37,5,2.5,18.5
CJ Henderson,55593,CB,ATL,3,0,9.6,66.7,100.0,12.6,8.4,0,0,1,8.3,2,60.8,61.9,80.5,,63.7,55.3,1,22,11.1,1,1,0,99.3,8,108,108,1,8,12,2,106,52,1.0,13.3
Lonnie Johnson Jr.,55615,S,LV,9,5,18.3,70.0,99.1,28.6,20.0,0,2,2,20.0,23,49.2,43.3,84.8,56.4,34.6,36.5,0,51,17.6,3,2,1,101.7,7,212,214,2,9,10,0,99,23,0.5,14.1
Amik Robertson,55619,CB,DET,17,5,11.6,67.0,98.6,7.9,5.3,1,2,10,10.3,11,48.2,48.8,87.4,57.8,48.9,32.4,1,64,16.1,9,9,3,109.3,65,553,561,15,42,97,6,817,252,1.6,12.6
Jeff Okudah,55674,CB,MIN,6,1,14.3,91.7,98.6,6.1,5.6,1,0,1,8.3,18,35.7,32.4,0.0,60.0,64.5,83.2,0,28,0.0,0,0,2,146.5,11,71,72,1,11,12,1,175,27,2.6,15.9
Tre Brown,55677,CB,NYJ,1,0,4.3,66.7,95.5,9.5,6.3,0,0,0,0.0,22,60.4,43.0,73.3,66.0,29.0,30.1,0,14,50.0,1,0,0,77.1,2,21,22,1,1,3,0,14,15,0.7,7.0
Deommodore Lenoir,55686,CB,SF,17,5,12.0,66.1,99.8,15.2,10.0,0,0,5,8.1,28,66.6,60.8,14.3,66.7,43.1,40.3,2,43,13.6,6,3,10,104.0,41,659,660,10,33,62,5,497,146,0.8,12.1
Marcus Jones,55717,CB,NE,17,4,6.5,75.9,95.2,10.2,7.7,1,0,7,12.1,19,72.2,69.2,57.9,63.0,56.4,64.3,3,38,2.3,1,4,2,116.8,44,479,503,17,39,58,7,466,231,1.0,10.6
Darious Williams,55724,CB,LA,12,2,11.8,57.9,99.3,12.5,7.3,0,1,5,13.2,26,67.3,68.8,85.2,54.1,70.7,63.2,1,32,9.1,2,5,2,92.8,22,293,295,7,18,38,3,247,84,0.9,11.2
Ja'Marcus Ingram,55738,CB,HST,6,0,12.9,77.8,98.6,10.1,7.9,0,0,1,11.1,13,40.2,34.2,80.5,58.3,28.3,28.8,0,53,28.6,2,0,0,118.8,7,72,73,1,5,9,0,158,68,2.2,22.6
Xavier McKinney,55775,S,GB,16,7,10.0,57.7,97.9,38.1,22.0,0,1,8,30.8,12,80.1,81.3,64.9,66.5,82.7,90.4,2,32,6.3,3,7,2,60.1,15,612,625,5,38,26,1,182,57,0.3,12.1
Montaric Brown,55797,CB,JAX,14,3,12.3,54.0,99.4,13.6,7.4,1,1,10,15.9,15,75.5,72.7,58.9,58.5,55.7,68.5,2,30,7.9,3,9,3,73.5,34,502,505,12,32,63,3,360,88,0.8,10.6
Kamren Curl,55800,S,LA,17,11,7.3,77.6,96.3,14.2,11.0,2,1,4,6.9,26,66.1,73.6,93.4,62.6,86.4,86.7,2,26,8.7,6,3,3,82.4,45,676,702,19,52,58,0,419,211,0.7,9.3
Arron Mosby,55908,ED,GB,2,0,-7.0,100.0,10.0,1.0,1.0,0,0,0,0.0,12,60.0,37.7,0.0,59.0,51.1,,0,-2,,0,0,1,79.2,1,1,10,0,0,1,0,-2,5,-2.0,-2.0
Eric Stokes,55912,CB,LV,16,3,11.5,56.0,100.0,19.8,11.1,0,0,7,14.0,23,75.2,75.0,88.6,,66.8,61.6,0,25,5.4,2,4,2,77.2,28,585,585,9,32,50,1,261,91,0.5,9.3
Grant Stuard,55933,LB,DET,2,0,,,100.0,,,0,0,0,,11,62.6,66.8,69.9,,63.5,33.4,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,
Bryan Cook,55940,S,KC,17,5,8.8,65.6,99.8,22.8,15.0,0,1,6,18.8,16,83.0,83.3,61.3,58.3,79.7,87.8,0,26,6.3,3,6,1,111.7,21,501,502,8,40,32,3,182,60,0.4,8.7
Nate Hobbs,55948,CB,GB,11,3,13.5,68.0,98.4,13.0,8.8,1,1,2,8.0,12,57.9,61.5,83.6,50.7,77.4,63.9,0,35,15.0,3,2,3,125.3,17,245,249,5,14,25,2,239,58,1.1,14.1
Tony Adams,55953,S,NYJ,10,5,7.6,61.9,97.0,18.8,11.7,1,0,5,23.8,22,67.1,63.7,83.7,61.7,51.6,53.2,0,30,6.9,2,5,3,100.5,13,262,270,11,22,21,1,156,84,0.6,12.0
Raheem Layne,55960,S,NYG,3,0,5.7,66.7,96.8,28.0,18.7,0,0,1,33.3,21,67.6,63.4,80.2,56.6,48.0,30.5,0,9,16.7,1,0,0,79.9,2,60,62,2,5,3,0,16,15,0.3,8.0
Geno Stone,55967,S,CIN,17,10,7.3,71.0,95.4,25.0,17.7,0,2,1,3.2,7,50.7,54.3,92.3,72.8,53.8,33.3,2,68,19.5,15,1,0,109.5,22,579,607,10,52,31,3,319,219,0.6,14.5
Markquese Bell,56033,S,DAL,14,5,6.6,82.4,96.4,14.1,11.6,1,0,2,11.8,9,45.3,46.8,82.8,66.9,53.6,66.1,1,44,9.5,2,0,3,104.4,14,214,222,1,14,17,1,174,105,0.9,12.4
Mike Brown,56054,S,TEN,3,0,,,75.0,,,0,0,0,,31,60.3,67.1,71.3,66.7,,,0,,,0,0,0,0.0,0,3,4,0,0,0,0,0,0,0.0,
Benjamin St-Juste,56061,CB,LAC,16,1,13.6,50.0,100.0,12.3,6.1,0,0,7,18.4,27,77.1,75.7,34.8,,66.8,80.4,1,18,0.0,0,3,2,64.0,19,246,246,8,22,38,1,205,47,0.9,10.8
Reed Blankenship,56065,S,PHI,16,4,11.4,71.1,99.5,21.4,15.2,0,0,2,5.3,24,33.0,46.6,89.4,67.8,73.9,69.2,1,49,15.0,6,1,1,111.4,27,613,616,9,30,38,3,317,70,0.5,11.7
Ty Okada,56089,S,SEA,17,3,9.1,65.7,96.6,20.1,13.2,0,1,5,14.3,29,68.3,71.8,88.5,71.5,73.7,67.6,1,41,10.8,4,4,1,107.0,23,490,507,7,30,35,3,281,91,0.6,12.2
Kemon Hall,56123,CB,TEN,2,0,3.4,100.0,94.1,5.1,5.1,0,0,0,0.0,31,60.4,58.8,75.4,67.4,48.9,45.9,0,32,12.5,1,0,0,154.2,9,48,51,2,7,9,1,109,83,2.4,12.1
Jason Pinnock,56144,S,SF,16,2,4.5,88.5,96.3,11.7,10.3,0,0,0,0.0,28,43.1,49.2,84.2,59.2,66.7,45.1,0,24,16.7,4,0,0,134.8,23,288,299,9,18,26,4,178,115,0.7,7.7
Tre Avery,56146,CB,CLV,3,1,12.4,71.4,100.0,7.0,5.0,0,0,0,0.0,8,52.5,55.9,76.2,,71.4,80.1,0,40,0.0,0,0,0,101.5,5,37,37,1,3,7,0,67,19,1.9,13.4
DaRon Bland,56158,CB,DAL,12,7,9.8,67.1,97.9,8.4,5.6,0,0,6,7.9,9,64.5,65.3,85.8,38.2,69.1,61.4,1,50,8.9,5,5,0,109.0,51,461,471,13,44,76,5,630,248,1.5,12.4
Marte Mapu,56159,LB,NE,15,2,3.6,77.3,97.3,5.9,4.6,0,0,3,13.6,19,79.7,80.5,77.5,72.1,61.1,84.4,1,21,0.0,0,3,0,82.6,17,107,110,4,10,22,0,185,147,1.8,10.9
Keisean Nixon,56167,CB,GB,17,6,12.3,61.0,99.7,11.3,6.9,2,0,14,17.1,12,67.8,66.4,11.2,74.2,66.6,76.3,1,46,3.6,2,13,12,105.2,50,603,605,12,47,82,7,570,97,1.0,11.4
Ifeatu Melifonwu,56203,S,MIA,16,6,4.3,95.0,91.9,16.0,15.2,0,0,0,0.0,17,63.5,62.9,83.8,61.4,57.5,54.2,1,24,14.7,5,0,0,120.2,19,318,346,5,23,20,3,167,101,0.5,8.8
